"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"17.09.2023 12:45 - 17.09.2023 13:00","46834","46194"
"17.09.2023 13:00 - 17.09.2023 13:15","46288","45398"
"17.09.2023 13:15 - 17.09.2023 13:30","45795","45172"
"17.09.2023 13:30 - 17.09.2023 13:45","45532","44715"
"17.09.2023 13:45 - 17.09.2023 14:00","45305","44218"
"17.09.2023 14:00 - 17.09.2023 14:15","45078","43911"
"17.09.2023 14:15 - 17.09.2023 14:30","44963","43511"
"17.09.2023 14:30 - 17.09.2023 14:45","44893","43555"
"17.09.2023 14:45 - 17.09.2023 15:00","44498","43200"
"17.09.2023 15:00 - 17.09.2023 15:15","44466","43304"
"17.09.2023 15:15 - 17.09.2023 15:30","44406","42944"
"17.09.2023 15:30 - 17.09.2023 15:45","44259","42761"
"17.09.2023 15:45 - 17.09.2023 16:00","44006","42980"
"17.09.2023 16:00 - 17.09.2023 16:15","44215","43552"
"17.09.2023 16:15 - 17.09.2023 16:30","44053","43278"
"17.09.2023 16:30 - 17.09.2023 16:45","44091","43295"
"17.09.2023 16:45 - 17.09.2023 17:00","44168","43601"
"17.09.2023 17:00 - 17.09.2023 17:15","44825","44330"
"17.09.2023 17:15 - 17.09.2023 17:30","44919","44957"
"17.09.2023 17:30 - 17.09.2023 17:45","45236","45250"
"17.09.2023 17:45 - 17.09.2023 18:00","45678","45712"
"17.09.2023 18:00 - 17.09.2023 18:15","46177","46410"
"17.09.2023 18:15 - 17.09.2023 18:30","46156","46557"
"17.09.2023 18:30 - 17.09.2023 18:45","46283","46730"
"17.09.2023 18:45 - 17.09.2023 19:00","46264","46986"
"17.09.2023 19:00 - 17.09.2023 19:15","46348","47241"
"17.09.2023 19:15 - 17.09.2023 19:30","46148","47359"
"17.09.2023 19:30 - 17.09.2023 19:45","46243","48004"
"17.09.2023 19:45 - 17.09.2023 20:00","46272","48838"
"17.09.2023 20:00 - 17.09.2023 20:15","46788","49123"
"17.09.2023 20:15 - 17.09.2023 20:30","46576","48844"
"17.09.2023 20:30 - 17.09.2023 20:45","46421","48505"
"17.09.2023 20:45 - 17.09.2023 21:00","45920","48001"
"17.09.2023 21:00 - 17.09.2023 21:15","45235","47561"
"17.09.2023 21:15 - 17.09.2023 21:30","44790","47130"
"17.09.2023 21:30 - 17.09.2023 21:45","44312","46740"
"17.09.2023 21:45 - 17.09.2023 22:00","43874","46204"
"17.09.2023 22:00 - 17.09.2023 22:15","43638","45390"
"17.09.2023 22:15 - 17.09.2023 22:30","43278","44728"
"17.09.2023 22:30 - 17.09.2023 22:45","42603","44268"
"17.09.2023 22:45 - 17.09.2023 23:00","42120","43826"
"17.09.2023 23:00 - 17.09.2023 23:15","41361","43352"
"17.09.2023 23:15 - 17.09.2023 23:30","40846","42938"
"17.09.2023 23:30 - 17.09.2023 23:45","40379","42567"
"17.09.2023 23:45 - 18.09.2023 00:00","39918","42194"
"18.09.2023 00:00 - 18.09.2023 00:15","39833","41184"
"18.09.2023 00:15 - 18.09.2023 00:30","39598","40829"
"18.09.2023 00:30 - 18.09.2023 00:45","39341","40624"
"18.09.2023 00:45 - 18.09.2023 01:00","39067","40376"
"18.09.2023 01:00 - 18.09.2023 01:15","38933","39928"
"18.09.2023 01:15 - 18.09.2023 01:30","38682","39334"
"18.09.2023 01:30 - 18.09.2023 01:45","38443","38708"
"18.09.2023 01:45 - 18.09.2023 02:00","38366","38455"
"18.09.2023 02:00 - 18.09.2023 02:15","38170","38496"
"18.09.2023 02:15 - 18.09.2023 02:30","38125","38494"
"18.09.2023 02:30 - 18.09.2023 02:45","38141","38335"
"18.09.2023 02:45 - 18.09.2023 03:00","38183","38307"
"18.09.2023 03:00 - 18.09.2023 03:15","38538","38502"
"18.09.2023 03:15 - 18.09.2023 03:30","38569","38594"
"18.09.2023 03:30 - 18.09.2023 03:45","38778","38732"
"18.09.2023 03:45 - 18.09.2023 04:00","39205","39245"
"18.09.2023 04:00 - 18.09.2023 04:15","39879","39636"
"18.09.2023 04:15 - 18.09.2023 04:30","40463","40020"
"18.09.2023 04:30 - 18.09.2023 04:45","41348","40180"
"18.09.2023 04:45 - 18.09.2023 05:00","41856","40831"
"18.09.2023 05:00 - 18.09.2023 05:15","43317","41789"
"18.09.2023 05:15 - 18.09.2023 05:30","43764","42862"
"18.09.2023 05:30 - 18.09.2023 05:45","44674","43858"
"18.09.2023 05:45 - 18.09.2023 06:00","46124","45512"
"18.09.2023 06:00 - 18.09.2023 06:15","48986","49132"
"18.09.2023 06:15 - 18.09.2023 06:30","50718","51596"
"18.09.2023 06:30 - 18.09.2023 06:45","52067","53093"
"18.09.2023 06:45 - 18.09.2023 07:00","52881","54216"
"18.09.2023 07:00 - 18.09.2023 07:15","54001","56051"
"18.09.2023 07:15 - 18.09.2023 07:30","54990","56725"
"18.09.2023 07:30 - 18.09.2023 07:45","55829","57531"
"18.09.2023 07:45 - 18.09.2023 08:00","56509","58685"
"18.09.2023 08:00 - 18.09.2023 08:15","57228","59703"
"18.09.2023 08:15 - 18.09.2023 08:30","58082","60366"
"18.09.2023 08:30 - 18.09.2023 08:45","58672","60670"
"18.09.2023 08:45 - 18.09.2023 09:00","58898","60763"
"18.09.2023 09:00 - 18.09.2023 09:15","59319","60427"
"18.09.2023 09:15 - 18.09.2023 09:30","59782","60927"
"18.09.2023 09:30 - 18.09.2023 09:45","60304","61783"
"18.09.2023 09:45 - 18.09.2023 10:00","60644","62281"
"18.09.2023 10:00 - 18.09.2023 10:15","60726","62483"
"18.09.2023 10:15 - 18.09.2023 10:30","61014","62883"
"18.09.2023 10:30 - 18.09.2023 10:45","61455","63335"
"18.09.2023 10:45 - 18.09.2023 11:00","61561","63614"
"18.09.2023 11:00 - 18.09.2023 11:15","61704","64331"
"18.09.2023 11:15 - 18.09.2023 11:30","62100","64160"
"18.09.2023 11:30 - 18.09.2023 11:45","62304","64445"
"18.09.2023 11:45 - 18.09.2023 12:00","62232","64406"
"18.09.2023 12:00 - 18.09.2023 12:15","62287","63541"
"18.09.2023 12:15 - 18.09.2023 12:30","62229","62991"
"18.09.2023 12:30 - 18.09.2023 12:45","62259","62558"
"18.09.2023 12:45 - 18.09.2023 13:00","61992","62405"
"18.09.2023 13:00 - 18.09.2023 13:15","61940","62148"
"18.09.2023 13:15 - 18.09.2023 13:30","61677","61839"
"18.09.2023 13:30 - 18.09.2023 13:45","61216","61192"
"18.09.2023 13:45 - 18.09.2023 14:00","60838","61072"
"18.09.2023 14:00 - 18.09.2023 14:15","60616","60996"
"18.09.2023 14:15 - 18.09.2023 14:30","60375","60486"
"18.09.2023 14:30 - 18.09.2023 14:45","60527","60244"
"18.09.2023 14:45 - 18.09.2023 15:00","60264","59575"
"18.09.2023 15:00 - 18.09.2023 15:15","60124","59654"
"18.09.2023 15:15 - 18.09.2023 15:30","60112","59590"
"18.09.2023 15:30 - 18.09.2023 15:45","59850","59877"
"18.09.2023 15:45 - 18.09.2023 16:00","59197","59429"
"18.09.2023 16:00 - 18.09.2023 16:15","58993","60215"
"18.09.2023 16:15 - 18.09.2023 16:30","58596","59440"
"18.09.2023 16:30 - 18.09.2023 16:45","58385","59020"
"18.09.2023 16:45 - 18.09.2023 17:00","58065","59280"
"18.09.2023 17:00 - 18.09.2023 17:15","58157","59617"
"18.09.2023 17:15 - 18.09.2023 17:30","57780","59636"
"18.09.2023 17:30 - 18.09.2023 17:45","57966","60288"
"18.09.2023 17:45 - 18.09.2023 18:00","58151","60172"
"18.09.2023 18:00 - 18.09.2023 18:15","57876","59765"
"18.09.2023 18:15 - 18.09.2023 18:30","57737","59661"
"18.09.2023 18:30 - 18.09.2023 18:45","57697","59968"
"18.09.2023 18:45 - 18.09.2023 19:00","57600","59560"
"18.09.2023 19:00 - 18.09.2023 19:15","57412","59945"
"18.09.2023 19:15 - 18.09.2023 19:30","57111","59683"
"18.09.2023 19:30 - 18.09.2023 19:45","57019","59592"
"18.09.2023 19:45 - 18.09.2023 20:00","56913","59950"
"18.09.2023 20:00 - 18.09.2023 20:15","56756","59915"
"18.09.2023 20:15 - 18.09.2023 20:30","55975","58822"
"18.09.2023 20:30 - 18.09.2023 20:45","55288","58246"
"18.09.2023 20:45 - 18.09.2023 21:00","54521","56987"
"18.09.2023 21:00 - 18.09.2023 21:15","53475","55797"
"18.09.2023 21:15 - 18.09.2023 21:30","52821","54812"
"18.09.2023 21:30 - 18.09.2023 21:45","52044","54146"
"18.09.2023 21:45 - 18.09.2023 22:00","51185","53585"
"18.09.2023 22:00 - 18.09.2023 22:15","50324","52753"
"18.09.2023 22:15 - 18.09.2023 22:30","49860","51614"
"18.09.2023 22:30 - 18.09.2023 22:45","49029","51239"
"18.09.2023 22:45 - 18.09.2023 23:00","48198","49935"
"18.09.2023 23:00 - 18.09.2023 23:15","47372","49113"
"18.09.2023 23:15 - 18.09.2023 23:30","46653","47821"
"18.09.2023 23:30 - 18.09.2023 23:45","46007","47027"
"18.09.2023 23:45 - 19.09.2023 00:00","45458","46068"
"19.09.2023 00:00 - 19.09.2023 00:15","40978","44989"
"19.09.2023 00:15 - 19.09.2023 00:30","40551","44465"
"19.09.2023 00:30 - 19.09.2023 00:45","40263","44151"
"19.09.2023 00:45 - 19.09.2023 01:00","39955","43696"
"19.09.2023 01:00 - 19.09.2023 01:15","39532","42542"
"19.09.2023 01:15 - 19.09.2023 01:30","39262","42029"
"19.09.2023 01:30 - 19.09.2023 01:45","39064","41525"
"19.09.2023 01:45 - 19.09.2023 02:00","38889","41706"
"19.09.2023 02:00 - 19.09.2023 02:15","38538","41930"
"19.09.2023 02:15 - 19.09.2023 02:30","38448","41541"
"19.09.2023 02:30 - 19.09.2023 02:45","38590","41549"
"19.09.2023 02:45 - 19.09.2023 03:00","38698","41696"
"19.09.2023 03:00 - 19.09.2023 03:15","39097","41562"
"19.09.2023 03:15 - 19.09.2023 03:30","39276","41701"
"19.09.2023 03:30 - 19.09.2023 03:45","39496","41786"
"19.09.2023 03:45 - 19.09.2023 04:00","39725","42049"
"19.09.2023 04:00 - 19.09.2023 04:15","40235","42150"
"19.09.2023 04:15 - 19.09.2023 04:30","40711","42346"
"19.09.2023 04:30 - 19.09.2023 04:45","41085","42974"
"19.09.2023 04:45 - 19.09.2023 05:00","41638","43489"
"19.09.2023 05:00 - 19.09.2023 05:15","42993","44284"
"19.09.2023 05:15 - 19.09.2023 05:30","43833","45140"
"19.09.2023 05:30 - 19.09.2023 05:45","44839","46491"
"19.09.2023 05:45 - 19.09.2023 06:00","46202","47788"
"19.09.2023 06:00 - 19.09.2023 06:15","48926","50138"
"19.09.2023 06:15 - 19.09.2023 06:30","50319","52149"
"19.09.2023 06:30 - 19.09.2023 06:45","51184","53880"
"19.09.2023 06:45 - 19.09.2023 07:00","51939","54962"
"19.09.2023 07:00 - 19.09.2023 07:15","52885","56467"
"19.09.2023 07:15 - 19.09.2023 07:30","55751","57066"
"19.09.2023 07:30 - 19.09.2023 07:45","56512","57853"
"19.09.2023 07:45 - 19.09.2023 08:00","57235","58184"
"19.09.2023 08:00 - 19.09.2023 08:15","57819","58886"
"19.09.2023 08:15 - 19.09.2023 08:30","58570","59491"
"19.09.2023 08:30 - 19.09.2023 08:45","59102","60129"
"19.09.2023 08:45 - 19.09.2023 09:00","59252","60033"
"19.09.2023 09:00 - 19.09.2023 09:15","59770","59554"
"19.09.2023 09:15 - 19.09.2023 09:30","60221","60028"
"19.09.2023 09:30 - 19.09.2023 09:45","60758","60488"
"19.09.2023 09:45 - 19.09.2023 10:00","61188","60839"
"19.09.2023 10:00 - 19.09.2023 10:15","61395","60996"
"19.09.2023 10:15 - 19.09.2023 10:30","61729","61365"
"19.09.2023 10:30 - 19.09.2023 10:45","61975","61563"
"19.09.2023 10:45 - 19.09.2023 11:00","62203","61582"
"19.09.2023 11:00 - 19.09.2023 11:15","62509","61156"
"19.09.2023 11:15 - 19.09.2023 11:30","62790","61835"
"19.09.2023 11:30 - 19.09.2023 11:45","62821","61595"
"19.09.2023 11:45 - 19.09.2023 12:00","62844","61445"
"19.09.2023 12:00 - 19.09.2023 12:15","62527","60828"
"19.09.2023 12:15 - 19.09.2023 12:30","62402","60901"
"19.09.2023 12:30 - 19.09.2023 12:45","62415","60906"
"19.09.2023 12:45 - 19.09.2023 13:00","62264","60658"
"19.09.2023 13:00 - 19.09.2023 13:15","62158","59663"
"19.09.2023 13:15 - 19.09.2023 13:30","61876","59171"
"19.09.2023 13:30 - 19.09.2023 13:45","61552","58159"
"19.09.2023 13:45 - 19.09.2023 14:00","61066","57314"
"19.09.2023 14:00 - 19.09.2023 14:15","60835","57479"
"19.09.2023 14:15 - 19.09.2023 14:30","60655","57259"
"19.09.2023 14:30 - 19.09.2023 14:45","60485","57186"
"19.09.2023 14:45 - 19.09.2023 15:00","60206","56800"
"19.09.2023 15:00 - 19.09.2023 15:15","60022","56923"
"19.09.2023 15:15 - 19.09.2023 15:30","59815","56827"
"19.09.2023 15:30 - 19.09.2023 15:45","59572","56689"
"19.09.2023 15:45 - 19.09.2023 16:00","59192","56658"
"19.09.2023 16:00 - 19.09.2023 16:15","58966","56888"
"19.09.2023 16:15 - 19.09.2023 16:30","58544","56719"
"19.09.2023 16:30 - 19.09.2023 16:45","58322","57055"
"19.09.2023 16:45 - 19.09.2023 17:00","58061","56994"
"19.09.2023 17:00 - 19.09.2023 17:15","57930","57751"
"19.09.2023 17:15 - 19.09.2023 17:30","57575","57490"
"19.09.2023 17:30 - 19.09.2023 17:45","57925","57846"
"19.09.2023 17:45 - 19.09.2023 18:00","58005","58404"
"19.09.2023 18:00 - 19.09.2023 18:15","57877","57228"
"19.09.2023 18:15 - 19.09.2023 18:30","57783","57082"
"19.09.2023 18:30 - 19.09.2023 18:45","57818","57307"
"19.09.2023 18:45 - 19.09.2023 19:00","57699","57292"
"19.09.2023 19:00 - 19.09.2023 19:15","57606","58045"
"19.09.2023 19:15 - 19.09.2023 19:30","57219","58326"
"19.09.2023 19:30 - 19.09.2023 19:45","57138","58845"
"19.09.2023 19:45 - 19.09.2023 20:00","57117","59006"
"19.09.2023 20:00 - 19.09.2023 20:15","56760","58369"
"19.09.2023 20:15 - 19.09.2023 20:30","55958","57354"
"19.09.2023 20:30 - 19.09.2023 20:45","55170","56378"
"19.09.2023 20:45 - 19.09.2023 21:00","54371","55550"
"19.09.2023 21:00 - 19.09.2023 21:15","53340","54729"
"19.09.2023 21:15 - 19.09.2023 21:30","52593","53937"
"19.09.2023 21:30 - 19.09.2023 21:45","51810","52504"
"19.09.2023 21:45 - 19.09.2023 22:00","50911","51911"
"19.09.2023 22:00 - 19.09.2023 22:15","50046","50777"
"19.09.2023 22:15 - 19.09.2023 22:30","49662","49640"
"19.09.2023 22:30 - 19.09.2023 22:45","48805","48872"
"19.09.2023 22:45 - 19.09.2023 23:00","47928","47882"
"19.09.2023 23:00 - 19.09.2023 23:15","46917","46896"
"19.09.2023 23:15 - 19.09.2023 23:30","46331","46159"
"19.09.2023 23:30 - 19.09.2023 23:45","45701","45499"
"19.09.2023 23:45 - 20.09.2023 00:00","45162","44821"
"20.09.2023 00:00 - 20.09.2023 00:15","41296","43773"
"20.09.2023 00:15 - 20.09.2023 00:30","40693","43758"
"20.09.2023 00:30 - 20.09.2023 00:45","40103","43293"
"20.09.2023 00:45 - 20.09.2023 01:00","39728","43035"
"20.09.2023 01:00 - 20.09.2023 01:15","39745","42108"
"20.09.2023 01:15 - 20.09.2023 01:30","39677","42297"
"20.09.2023 01:30 - 20.09.2023 01:45","39393","41961"
"20.09.2023 01:45 - 20.09.2023 02:00","39104","41518"
"20.09.2023 02:00 - 20.09.2023 02:15","38885","41051"
"20.09.2023 02:15 - 20.09.2023 02:30","38714","41093"
"20.09.2023 02:30 - 20.09.2023 02:45","38755","40735"
"20.09.2023 02:45 - 20.09.2023 03:00","38624","40871"
"20.09.2023 03:00 - 20.09.2023 03:15","39201","41110"
"20.09.2023 03:15 - 20.09.2023 03:30","39340","41297"
"20.09.2023 03:30 - 20.09.2023 03:45","39224","41370"
"20.09.2023 03:45 - 20.09.2023 04:00","39456","41431"
"20.09.2023 04:00 - 20.09.2023 04:15","40183","41562"
"20.09.2023 04:15 - 20.09.2023 04:30","40818","41828"
"20.09.2023 04:30 - 20.09.2023 04:45","41125","42226"
"20.09.2023 04:45 - 20.09.2023 05:00","41669","42725"
"20.09.2023 05:00 - 20.09.2023 05:15","42651","43853"
"20.09.2023 05:15 - 20.09.2023 05:30","43295","44657"
"20.09.2023 05:30 - 20.09.2023 05:45","44418","45776"
"20.09.2023 05:45 - 20.09.2023 06:00","45813","47036"
"20.09.2023 06:00 - 20.09.2023 06:15","48096","49735"
"20.09.2023 06:15 - 20.09.2023 06:30","49644","52024"
"20.09.2023 06:30 - 20.09.2023 06:45","50992","53513"
"20.09.2023 06:45 - 20.09.2023 07:00","52155","54349"
"20.09.2023 07:00 - 20.09.2023 07:15","53150","55916"
"20.09.2023 07:15 - 20.09.2023 07:30","53799","56731"
"20.09.2023 07:30 - 20.09.2023 07:45","54465","57451"
"20.09.2023 07:45 - 20.09.2023 08:00","55119","58198"
"20.09.2023 08:00 - 20.09.2023 08:15","55801","59657"
"20.09.2023 08:15 - 20.09.2023 08:30","56370","59946"
"20.09.2023 08:30 - 20.09.2023 08:45","56727","60283"
"20.09.2023 08:45 - 20.09.2023 09:00","57001","60166"
"20.09.2023 09:00 - 20.09.2023 09:15","57432","60443"
"20.09.2023 09:15 - 20.09.2023 09:30","58047","60622"
"20.09.2023 09:30 - 20.09.2023 09:45","58409","61033"
"20.09.2023 09:45 - 20.09.2023 10:00","58733","61333"
"20.09.2023 10:00 - 20.09.2023 10:15","59416","60779"
"20.09.2023 10:15 - 20.09.2023 10:30","59693","61050"
"20.09.2023 10:30 - 20.09.2023 10:45","60021","60953"
"20.09.2023 10:45 - 20.09.2023 11:00","60212","61202"
"20.09.2023 11:00 - 20.09.2023 11:15","60400","61512"
"20.09.2023 11:15 - 20.09.2023 11:30","60817","61301"
"20.09.2023 11:30 - 20.09.2023 11:45","61079","61380"
"20.09.2023 11:45 - 20.09.2023 12:00","61212","61344"
"20.09.2023 12:00 - 20.09.2023 12:15","61132","60703"
"20.09.2023 12:15 - 20.09.2023 12:30","61009","60387"
"20.09.2023 12:30 - 20.09.2023 12:45","60917","60374"
"20.09.2023 12:45 - 20.09.2023 13:00","60802","60277"
"20.09.2023 13:00 - 20.09.2023 13:15","61072","60415"
"20.09.2023 13:15 - 20.09.2023 13:30","60868","59905"
"20.09.2023 13:30 - 20.09.2023 13:45","60367","59379"
"20.09.2023 13:45 - 20.09.2023 14:00","60001","58813"
"20.09.2023 14:00 - 20.09.2023 14:15","59333","58445"
"20.09.2023 14:15 - 20.09.2023 14:30","59212","58148"
"20.09.2023 14:30 - 20.09.2023 14:45","58992","57831"
"20.09.2023 14:45 - 20.09.2023 15:00","58909","57585"
"20.09.2023 15:00 - 20.09.2023 15:15","58351","57207"
"20.09.2023 15:15 - 20.09.2023 15:30","58100","56804"
"20.09.2023 15:30 - 20.09.2023 15:45","57902","56555"
"20.09.2023 15:45 - 20.09.2023 16:00","57532","56354"
"20.09.2023 16:00 - 20.09.2023 16:15","56900","56619"
"20.09.2023 16:15 - 20.09.2023 16:30","56498","56460"
"20.09.2023 16:30 - 20.09.2023 16:45","56184","56019"
"20.09.2023 16:45 - 20.09.2023 17:00","55989","55744"
"20.09.2023 17:00 - 20.09.2023 17:15","55984","55810"
"20.09.2023 17:15 - 20.09.2023 17:30","55936","56009"
"20.09.2023 17:30 - 20.09.2023 17:45","56140","56487"
"20.09.2023 17:45 - 20.09.2023 18:00","56250","56899"
"20.09.2023 18:00 - 20.09.2023 18:15","55949","57380"
"20.09.2023 18:15 - 20.09.2023 18:30","55957","57594"
"20.09.2023 18:30 - 20.09.2023 18:45","56022","57966"
"20.09.2023 18:45 - 20.09.2023 19:00","55928","58363"
"20.09.2023 19:00 - 20.09.2023 19:15","55606","58630"
"20.09.2023 19:15 - 20.09.2023 19:30","55595","58748"
"20.09.2023 19:30 - 20.09.2023 19:45","55853","59359"
"20.09.2023 19:45 - 20.09.2023 20:00","56024","59561"
"20.09.2023 20:00 - 20.09.2023 20:15","55617","58969"
"20.09.2023 20:15 - 20.09.2023 20:30","54660","57918"
"20.09.2023 20:30 - 20.09.2023 20:45","53584","57126"
"20.09.2023 20:45 - 20.09.2023 21:00","52417","56034"
"20.09.2023 21:00 - 20.09.2023 21:15","50987","55574"
"20.09.2023 21:15 - 20.09.2023 21:30","50013","54563"
"20.09.2023 21:30 - 20.09.2023 21:45","48798","53339"
"20.09.2023 21:45 - 20.09.2023 22:00","47649","52301"
"20.09.2023 22:00 - 20.09.2023 22:15","46777","50633"
"20.09.2023 22:15 - 20.09.2023 22:30","45782","49760"
"20.09.2023 22:30 - 20.09.2023 22:45","44986","48974"
"20.09.2023 22:45 - 20.09.2023 23:00","44283","48032"
"20.09.2023 23:00 - 20.09.2023 23:15","43764","46863"
"20.09.2023 23:15 - 20.09.2023 23:30","43001","46166"
"20.09.2023 23:30 - 20.09.2023 23:45","42244","45436"
"20.09.2023 23:45 - 21.09.2023 00:00","41567","44736"
"21.09.2023 00:00 - 21.09.2023 00:15","41854","44849"
"21.09.2023 00:15 - 21.09.2023 00:30","41403","44057"
"21.09.2023 00:30 - 21.09.2023 00:45","41138","43756"
"21.09.2023 00:45 - 21.09.2023 01:00","40772","43385"
"21.09.2023 01:00 - 21.09.2023 01:15","40501","43112"
"21.09.2023 01:15 - 21.09.2023 01:30","40307","42681"
"21.09.2023 01:30 - 21.09.2023 01:45","40109","42560"
"21.09.2023 01:45 - 21.09.2023 02:00","39840","42399"
"21.09.2023 02:00 - 21.09.2023 02:15","39771","42105"
"21.09.2023 02:15 - 21.09.2023 02:30","39549","42038"
"21.09.2023 02:30 - 21.09.2023 02:45","39497","41813"
"21.09.2023 02:45 - 21.09.2023 03:00","39561","41959"
"21.09.2023 03:00 - 21.09.2023 03:15","39908","42182"
"21.09.2023 03:15 - 21.09.2023 03:30","39773","42015"
"21.09.2023 03:30 - 21.09.2023 03:45","39974","42165"
"21.09.2023 03:45 - 21.09.2023 04:00","40217","42056"
"21.09.2023 04:00 - 21.09.2023 04:15","40561","42329"
"21.09.2023 04:15 - 21.09.2023 04:30","40982","42572"
"21.09.2023 04:30 - 21.09.2023 04:45","41520","42864"
"21.09.2023 04:45 - 21.09.2023 05:00","41954","43618"
"21.09.2023 05:00 - 21.09.2023 05:15","42913","44701"
"21.09.2023 05:15 - 21.09.2023 05:30","43554","45356"
"21.09.2023 05:30 - 21.09.2023 05:45","44695","46452"
"21.09.2023 05:45 - 21.09.2023 06:00","45985","47924"
"21.09.2023 06:00 - 21.09.2023 06:15","48486","50881"
"21.09.2023 06:15 - 21.09.2023 06:30","50371","52877"
"21.09.2023 06:30 - 21.09.2023 06:45","51666","54433"
"21.09.2023 06:45 - 21.09.2023 07:00","52316","56032"
"21.09.2023 07:00 - 21.09.2023 07:15","53010","57373"
"21.09.2023 07:15 - 21.09.2023 07:30","53810","58126"
"21.09.2023 07:30 - 21.09.2023 07:45","54718","58472"
"21.09.2023 07:45 - 21.09.2023 08:00","55167","59072"
"21.09.2023 08:00 - 21.09.2023 08:15","55615","59673"
"21.09.2023 08:15 - 21.09.2023 08:30","56303","60250"
"21.09.2023 08:30 - 21.09.2023 08:45","56826","60478"
"21.09.2023 08:45 - 21.09.2023 09:00","57156","60634"
"21.09.2023 09:00 - 21.09.2023 09:15","57292","60732"
"21.09.2023 09:15 - 21.09.2023 09:30","57439","61330"
"21.09.2023 09:30 - 21.09.2023 09:45","57658","61639"
"21.09.2023 09:45 - 21.09.2023 10:00","58268","62027"
"21.09.2023 10:00 - 21.09.2023 10:15","58498","62043"
"21.09.2023 10:15 - 21.09.2023 10:30","58930","62554"
"21.09.2023 10:30 - 21.09.2023 10:45","59578","63143"
"21.09.2023 10:45 - 21.09.2023 11:00","59840","63105"
"21.09.2023 11:00 - 21.09.2023 11:15","60759","63153"
"21.09.2023 11:15 - 21.09.2023 11:30","60935","63348"
"21.09.2023 11:30 - 21.09.2023 11:45","61605","63380"
"21.09.2023 11:45 - 21.09.2023 12:00","61919","63222"
"21.09.2023 12:00 - 21.09.2023 12:15","61928","62852"
"21.09.2023 12:15 - 21.09.2023 12:30","61876","62934"
"21.09.2023 12:30 - 21.09.2023 12:45","61709","62593"
"21.09.2023 12:45 - 21.09.2023 13:00","61738","62702"
"21.09.2023 13:00 - 21.09.2023 13:15","61610","62903"
"21.09.2023 13:15 - 21.09.2023 13:30","60955","62581"
"21.09.2023 13:30 - 21.09.2023 13:45","60770","62152"
"21.09.2023 13:45 - 21.09.2023 14:00","59966","61210"
"21.09.2023 14:00 - 21.09.2023 14:15","59615","60878"
"21.09.2023 14:15 - 21.09.2023 14:30","59497","60822"
"21.09.2023 14:30 - 21.09.2023 14:45","59435","60498"
"21.09.2023 14:45 - 21.09.2023 15:00","59376","60176"
"21.09.2023 15:00 - 21.09.2023 15:15","59237","60715"
"21.09.2023 15:15 - 21.09.2023 15:30","59015","60855"
"21.09.2023 15:30 - 21.09.2023 15:45","59182","60345"
"21.09.2023 15:45 - 21.09.2023 16:00","58468","59613"
"21.09.2023 16:00 - 21.09.2023 16:15","57628","59651"
"21.09.2023 16:15 - 21.09.2023 16:30","57411","59492"
"21.09.2023 16:30 - 21.09.2023 16:45","57170","59895"
"21.09.2023 16:45 - 21.09.2023 17:00","56760","59591"
"21.09.2023 17:00 - 21.09.2023 17:15","56025","59716"
"21.09.2023 17:15 - 21.09.2023 17:30","55707","59506"
"21.09.2023 17:30 - 21.09.2023 17:45","55845","59646"
"21.09.2023 17:45 - 21.09.2023 18:00","56000","59410"
"21.09.2023 18:00 - 21.09.2023 18:15","56236","59155"
"21.09.2023 18:15 - 21.09.2023 18:30","55990","58856"
"21.09.2023 18:30 - 21.09.2023 18:45","56069","58517"
"21.09.2023 18:45 - 21.09.2023 19:00","55890","59051"
"21.09.2023 19:00 - 21.09.2023 19:15","55595","59792"
"21.09.2023 19:15 - 21.09.2023 19:30","55451","60862"
"21.09.2023 19:30 - 21.09.2023 19:45","55521","61385"
"21.09.2023 19:45 - 21.09.2023 20:00","55663","61438"
"21.09.2023 20:00 - 21.09.2023 20:15","55226","60811"
"21.09.2023 20:15 - 21.09.2023 20:30","54329","60222"
"21.09.2023 20:30 - 21.09.2023 20:45","53304","59477"
"21.09.2023 20:45 - 21.09.2023 21:00","52523","58614"
"21.09.2023 21:00 - 21.09.2023 21:15","51498","57084"
"21.09.2023 21:15 - 21.09.2023 21:30","50637","56271"
"21.09.2023 21:30 - 21.09.2023 21:45","49364","55252"
"21.09.2023 21:45 - 21.09.2023 22:00","48214","54401"
"21.09.2023 22:00 - 21.09.2023 22:15","47382","52728"
"21.09.2023 22:15 - 21.09.2023 22:30","46424","51485"
"21.09.2023 22:30 - 21.09.2023 22:45","45461","50362"
"21.09.2023 22:45 - 21.09.2023 23:00","44686","49341"
"21.09.2023 23:00 - 21.09.2023 23:15","43921","47819"
"21.09.2023 23:15 - 21.09.2023 23:30","43274","46739"
"21.09.2023 23:30 - 21.09.2023 23:45","42558","46139"
"21.09.2023 23:45 - 22.09.2023 00:00","42008","45574"
"22.09.2023 00:00 - 22.09.2023 00:15","41310","44878"
"22.09.2023 00:15 - 22.09.2023 00:30","40666","44149"
"22.09.2023 00:30 - 22.09.2023 00:45","40180","43853"
"22.09.2023 00:45 - 22.09.2023 01:00","39696","43934"
"22.09.2023 01:00 - 22.09.2023 01:15","39223","43607"
"22.09.2023 01:15 - 22.09.2023 01:30","38884","43300"
